id,type,input,city,days,budget,interests,group,special,prediction_type,model_confidence,top_features,total_budget,model_accuracy,processing_time_s
E0087,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.015
B0109,boundary,我想去东京玩1天，和朋友一起，我们喜欢文化，预算比较有限，有老人。,伦敦,1,低,购物,朋友,无,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0145
S0635,standard,我想去罗马玩5天，和朋友一起，我们喜欢历史，预算中等，需要轮椅无障碍设施。,纽约,3,高,美食,家庭,有老人,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.015
S0525,standard,我想去东京玩3天，我们喜欢文化，预算比较有限。,东京,1,中,"历史,购物",单人,有儿童,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0145
S0357,standard,我想去东京玩1天，和朋友一起，我们喜欢购物、文化，预算比较有限，需要轮椅无障碍设施。,伦敦,2,低,"购物,历史",朋友,无,经济观光,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2080,0.8445,0.0148
S0260,standard,我想去巴黎玩7天，和家人一起，我们喜欢自然、购物，预算中等，需要轮椅无障碍设施。,巴黎,2,高,自然,朋友,有老人,奢华体验,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0143
B0027,boundary,我想去东京玩7天，和朋友一起，我们喜欢文化，预算比较宽裕。,巴黎,7,高,历史,朋友,无,奢华体验,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0146
S0338,standard,我想去罗马玩1天，我们喜欢文化、自然，预算中等。,伦敦,5,高,美食,家庭,有老人,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0144
B0182,boundary,我想去纽约玩7天，和家人一起，我们喜欢历史，预算比较有限，有小孩子。,东京,7,低,美食,朋友,轮椅友好,美食购物游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.014
B0128,boundary,我想去纽约玩1天，和朋友一起，我们喜欢美食，预算比较有限，有老人。,巴黎,1,低,自然,情侣,轮椅友好,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0145
S0144,standard,我想去罗马玩1天，和家人一起，我们喜欢文化、美食，预算比较有限。,巴黎,5,低,历史,朋友,有老人,文化深度游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5000,0.8445,0.0146
S0563,standard,我想去罗马玩3天，和家人一起，我们喜欢美食、文化，预算比较宽裕，有老人。,东京,2,中,"自然,购物",单人,有老人,美食购物游,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3600,0.8445,0.015
B0093,boundary,我想去纽约玩1天，和朋友一起，我们喜欢历史，预算比较有限。,纽约,1,低,历史,朋友,有儿童,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0143
S0599,standard,我想去罗马玩2天，和朋友一起，我们喜欢购物、自然，预算比较有限。,东京,5,低,购物,家庭,有儿童,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0141
S0080,standard,我想去巴黎玩7天，和爱人一起，我们喜欢历史，预算中等，有小孩子。,纽约,7,中,"美食,历史",单人,轮椅友好,文化深度游,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18200,0.8445,0.0141
B0017,boundary,我想去纽约玩7天，我们喜欢美食，预算比较有限，有小孩子。,纽约,7,低,购物,情侣,无,美食购物游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7700,0.8445,0.0141
S0280,standard,我想去巴黎玩3天，我们喜欢购物，预算比较宽裕，有小孩子。,伦敦,7,高,历史,家庭,无,亲子家庭游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0144
S0689,standard,我想去伦敦玩2天，我们喜欢购物，预算中等，有老人。,罗马,7,高,历史,家庭,有儿童,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.0144
E0061,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0136
S0669,standard,我想去伦敦玩1天，和朋友一起，我们喜欢购物、历史，预算比较有限，需要轮椅无障碍设施。,巴黎,5,中,"购物,历史",家庭,有儿童,亲子家庭游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0136
S0568,standard,我想去纽约玩1天，我们喜欢美食，预算比较宽裕。,伦敦,5,高,自然,朋友,无,户外探险游,0.59,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0142
B0065,boundary,我想去纽约玩7天，和爱人一起，我们喜欢历史，预算比较有限，有小孩子。,罗马,7,低,历史,情侣,有老人,文化深度游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6300,0.8445,0.0152
B0156,boundary,我想去伦敦玩1天，和爱人一起，我们喜欢历史，预算比较有限，需要轮椅无障碍设施。,伦敦,1,低,购物,家庭,有老人,美食购物游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0152
B0076,boundary,我想去伦敦玩7天，和家人一起，我们喜欢历史，预算中等，有小孩子。,巴黎,7,中,自然,朋友,有老人,户外探险游,0.69,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.016
S0186,standard,我想去纽约玩3天，和爱人一起，我们喜欢购物，预算比较有限，有小孩子。,东京,2,中,文化,家庭,有儿童,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3600,0.8445,0.0151
S0494,standard,我想去东京玩2天，我们喜欢自然、文化，预算比较有限，需要轮椅无障碍设施。,纽约,2,低,"文化,购物",单人,无,经济观光,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2200,0.8445,0.0147
S0625,standard,我想去伦敦玩2天，和爱人一起，我们喜欢文化、自然，预算中等，有老人。,伦敦,7,中,"购物,美食",家庭,无,亲子家庭游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0144
S0642,standard,我想去伦敦玩5天，和爱人一起，我们喜欢历史、文化，预算中等，有小孩子。,伦敦,3,低,"购物,文化",朋友,有儿童,经济观光,0.29,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3120,0.8445,0.0146
S0168,standard,我想去伦敦玩3天，和朋友一起，我们喜欢美食，预算比较宽裕，需要轮椅无障碍设施。,伦敦,5,低,自然,家庭,无,亲子家庭游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.014
S0245,standard,我想去罗马玩2天，和爱人一起，我们喜欢购物、自然，预算比较有限，有小孩子。,东京,3,中,"文化,历史",情侣,轮椅友好,文化深度游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0155
B0175,boundary,我想去纽约玩1天，我们喜欢文化，预算比较有限。,东京,1,低,美食,情侣,无,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0149
S0124,standard,我想去纽约玩5天，和朋友一起，我们喜欢自然，预算比较宽裕。,罗马,2,低,购物,情侣,有儿童,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0143
S0479,standard,我想去巴黎玩5天，和家人一起，我们喜欢历史，预算中等，需要轮椅无障碍设施。,纽约,2,中,美食,家庭,有老人,美食购物游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0145
S0462,standard,我想去罗马玩3天，和爱人一起，我们喜欢美食，预算比较有限，有老人。,东京,5,低,自然,家庭,有老人,户外探险游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0148
S0055,standard,我想去伦敦玩5天，和爱人一起，我们喜欢历史、购物，预算比较有限，有老人。,巴黎,1,低,美食,家庭,有老人,美食购物游,0.59,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0145
S0603,standard,我想去罗马玩7天，和家人一起，我们喜欢购物，预算中等，有老人。,罗马,3,低,"购物,文化",朋友,有儿童,经济观光,0.29,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2700,0.8445,0.0142
S0371,standard,我想去巴黎玩5天，我们喜欢文化、历史，预算比较有限。,纽约,1,中,"购物,文化",单人,有老人,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2600,0.8445,0.0137
S0618,standard,我想去纽约玩1天，和家人一起，我们喜欢文化、美食，预算比较宽裕。,纽约,5,低,"文化,自然",情侣,轮椅友好,户外探险游,0.63,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.0142
S0674,standard,我想去伦敦玩7天，和爱人一起，我们喜欢历史，预算比较有限。,东京,1,中,"美食,历史",情侣,无,文化深度游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0147
S0208,standard,我想去巴黎玩1天，和朋友一起，我们喜欢购物，预算比较宽裕。,罗马,2,中,"购物,自然",单人,轮椅友好,美食购物游,0.35,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0146
S0627,standard,我想去伦敦玩7天，和家人一起，我们喜欢购物，预算比较有限，有老人。,巴黎,7,高,"历史,自然",家庭,轮椅友好,文化深度游,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0187
B0118,boundary,我想去纽约玩7天，和家人一起，我们喜欢文化，预算中等。,东京,7,中,历史,朋友,有老人,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.0178
S0398,standard,我想去伦敦玩3天，和朋友一起，我们喜欢历史、文化，预算中等。,伦敦,5,高,"美食,购物",单人,有儿童,奢华体验,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0169
S0362,standard,我想去东京玩1天，和家人一起，我们喜欢历史、购物，预算比较宽裕，有小孩子。,伦敦,2,中,购物,单人,有老人,美食购物游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0157
S0231,standard,我想去纽约玩1天，和爱人一起，我们喜欢文化、美食，预算比较宽裕，有老人。,伦敦,1,高,"美食,文化",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0157
S0051,standard,我想去纽约玩3天，我们喜欢历史，预算比较有限，有小孩子。,纽约,5,低,"自然,历史",情侣,无,户外探险游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.0143
B0098,boundary,我想去罗马玩1天，和家人一起，我们喜欢自然，预算比较有限，有小孩子。,巴黎,1,低,自然,朋友,有儿童,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.015
S0091,standard,我想去伦敦玩3天，我们喜欢自然，预算中等，有老人。,罗马,7,高,文化,朋友,轮椅友好,奢华体验,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.017
B0108,boundary,我想去纽约玩1天，和爱人一起，我们喜欢美食，预算比较有限。,罗马,1,低,文化,单人,无,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0166
B0142,boundary,我想去伦敦玩1天，和朋友一起，我们喜欢文化，预算比较有限，需要轮椅无障碍设施。,巴黎,1,低,文化,单人,无,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0165
S0353,standard,我想去罗马玩2天，和家人一起，我们喜欢购物，预算中等，需要轮椅无障碍设施。,巴黎,2,高,"购物,文化",单人,有老人,奢华体验,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0167
S0352,standard,我想去东京玩7天，和爱人一起，我们喜欢自然，预算比较宽裕，有老人。,巴黎,2,低,自然,单人,有老人,经济观光,0.36,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2000,0.8445,0.0162
E0052,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0155
S0591,standard,我想去巴黎玩7天，和爱人一起，我们喜欢文化、自然，预算中等，有老人。,巴黎,3,高,"购物,历史",朋友,无,奢华体验,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0179
B0015,boundary,我想去巴黎玩7天，和爱人一起，我们喜欢购物，预算比较宽裕，有老人。,罗马,7,高,购物,单人,有老人,奢华体验,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.0159
S0142,standard,我想去东京玩2天，我们喜欢历史，预算比较有限，有小孩子。,伦敦,2,中,购物,家庭,轮椅友好,美食购物游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0156
B0010,boundary,我想去罗马玩1天，我们喜欢历史，预算比较有限，有老人。,伦敦,1,低,美食,情侣,无,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0169
B0077,boundary,我想去罗马玩7天，和家人一起，我们喜欢购物，预算比较宽裕，有小孩子。,纽约,7,高,历史,朋友,有儿童,奢华体验,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,53200,0.8445,0.0175
S0322,standard,我想去东京玩3天，和朋友一起，我们喜欢美食、文化，预算比较宽裕，有老人。,巴黎,7,高,美食,单人,有老人,奢华体验,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0189
S0060,standard,我想去罗马玩7天，和家人一起，我们喜欢文化、购物，预算中等，有小孩子。,东京,5,中,文化,单人,无,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,9000,0.8445,0.0172
E0071,edge,我想去巴黎玩3天，我们喜欢什么都想看看，预算中等。,巴黎,3,中,什么都想看看,单人,无,文化深度游,0.31,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7200,0.8445,0.0168
S0222,standard,我想去纽约玩3天，我们喜欢历史，预算比较有限，有老人。,伦敦,1,高,"历史,文化",情侣,轮椅友好,情侣浪漫游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0175
S0097,standard,我想去巴黎玩1天，我们喜欢自然，预算中等，有小孩子。,伦敦,2,中,"美食,自然",家庭,轮椅友好,美食购物游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0193
S0498,standard,我想去罗马玩7天，我们喜欢美食，预算中等，有老人。,东京,7,高,"购物,自然",朋友,有老人,户外探险游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0193
B0123,boundary,我想去东京玩1天，和朋友一起，我们喜欢自然，预算比较有限，有老人。,纽约,1,低,美食,朋友,轮椅友好,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0172
S0138,standard,我想去伦敦玩3天，我们喜欢文化，预算中等。,纽约,1,低,"历史,购物",朋友,无,经济观光,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0158
S0107,standard,我想去罗马玩1天，我们喜欢美食，预算比较有限，需要轮椅无障碍设施。,巴黎,2,低,购物,家庭,轮椅友好,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2000,0.8445,0.0185
S0064,standard,我想去纽约玩5天，和朋友一起，我们喜欢美食，预算中等，需要轮椅无障碍设施。,纽约,5,低,"历史,购物",家庭,无,亲子家庭游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.017
S0418,standard,我想去伦敦玩7天，和家人一起，我们喜欢购物、文化，预算中等，有老人。,纽约,2,低,"自然,购物",单人,无,经济观光,0.29,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2200,0.8445,0.0196
B0111,boundary,我想去伦敦玩7天，我们喜欢购物，预算比较有限，有老人。,东京,7,低,文化,朋友,轮椅友好,文化深度游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.018
B0153,boundary,我想去巴黎玩1天，和朋友一起，我们喜欢文化，预算比较有限，有小孩子。,东京,1,低,购物,朋友,轮椅友好,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0175
E0081,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0173
S0561,standard,我想去巴黎玩2天，和爱人一起，我们喜欢美食、文化，预算比较有限，需要轮椅无障碍设施。,巴黎,3,高,"购物,美食",单人,轮椅友好,奢华体验,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0158
S0078,standard,我想去伦敦玩3天，和朋友一起，我们喜欢文化、自然，预算比较有限，有老人。,罗马,5,中,购物,朋友,有老人,美食购物游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0155
E0053,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0148
S0143,standard,我想去伦敦玩1天，和朋友一起，我们喜欢购物，预算中等，有老人。,巴黎,5,高,文化,家庭,有老人,文化深度游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0149
S0191,standard,我想去伦敦玩5天，和家人一起，我们喜欢文化，预算中等。,罗马,2,中,自然,单人,有老人,文化深度游,0.36,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0147
S0471,standard,我想去伦敦玩3天，我们喜欢购物、自然，预算比较有限。,罗马,2,低,"自然,购物",情侣,轮椅友好,美食购物游,0.31,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0168
E0014,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.015
S0287,standard,我想去伦敦玩1天，和爱人一起，我们喜欢购物，预算比较有限。,纽约,1,中,购物,朋友,有老人,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2600,0.8445,0.0146
S0633,standard,我想去巴黎玩1天，和朋友一起，我们喜欢美食、购物，预算中等。,纽约,3,中,购物,情侣,轮椅友好,美食购物游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7800,0.8445,0.016
S0048,standard,我想去东京玩2天，和家人一起，我们喜欢历史，预算比较有限，有小孩子。,巴黎,1,中,"历史,文化",单人,有儿童,文化深度游,0.69,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0162
S0110,standard,我想去巴黎玩1天，我们喜欢购物，预算比较宽裕。,巴黎,5,高,"购物,文化",家庭,有儿童,亲子家庭游,0.42,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0148
S0192,standard,我想去伦敦玩7天，和家人一起，我们喜欢美食，预算比较有限，有小孩子。,伦敦,1,低,"文化,历史",朋友,轮椅友好,文化深度游,0.59,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0153
E0007,edge,我想去伦敦玩3天，和朋友一起，我们喜欢文化，不太确定。,伦敦,3,不太确定,文化,朋友,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0156
S0685,standard,我想去纽约玩1天，和朋友一起，我们喜欢自然、历史，预算中等，有小孩子。,巴黎,5,低,"购物,历史",家庭,无,亲子家庭游,0.66,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5000,0.8445,0.0147
S0090,standard,我想去纽约玩5天，我们喜欢美食、自然，预算中等，有小孩子。,纽约,5,低,购物,单人,有儿童,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.0142
S0028,standard,我想去纽约玩1天，和家人一起，我们喜欢历史，预算中等。,伦敦,2,高,"自然,购物",家庭,轮椅友好,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0144
S0676,standard,我想去东京玩7天，和爱人一起，我们喜欢自然，预算比较宽裕，有老人。,纽约,5,高,历史,家庭,无,亲子家庭游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,38000,0.8445,0.0144
E0013,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0142
S0668,standard,我想去巴黎玩5天，和朋友一起，我们喜欢文化、历史，预算比较有限。,巴黎,5,中,文化,情侣,有儿童,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0144
B0054,boundary,我想去纽约玩1天，和朋友一起，我们喜欢购物，预算比较有限，有老人。,东京,1,低,购物,家庭,无,亲子家庭游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0141
S0054,standard,我想去东京玩5天，和爱人一起，我们喜欢自然、美食，预算比较有限，有小孩子。,伦敦,7,高,"自然,购物",情侣,轮椅友好,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0156
S0190,standard,我想去伦敦玩1天，和朋友一起，我们喜欢美食，预算中等，有小孩子。,伦敦,3,低,购物,情侣,有儿童,美食购物游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3120,0.8445,0.0144
S0631,standard,我想去罗马玩5天，和朋友一起，我们喜欢文化、美食，预算比较有限。,巴黎,1,中,购物,情侣,有儿童,美食购物游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0139
S0427,standard,我想去罗马玩7天，和家人一起，我们喜欢购物、自然，预算中等，需要轮椅无障碍设施。,东京,2,高,"美食,自然",朋友,有老人,奢华体验,0.38,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,11200,0.8445,0.0147
S0663,standard,我想去巴黎玩3天，和家人一起，我们喜欢文化，预算比较有限。,伦敦,7,低,文化,情侣,无,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7280,0.8445,0.0169
S0660,standard,我想去伦敦玩5天，和家人一起，我们喜欢美食，预算中等，需要轮椅无障碍设施。,东京,7,高,美食,家庭,有儿童,美食购物游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0161
S0328,standard,我想去纽约玩3天，和朋友一起，我们喜欢历史，预算比较有限，有老人。,伦敦,5,中,文化,朋友,有老人,文化深度游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0165
B0036,boundary,我想去罗马玩1天，我们喜欢自然，预算比较有限，有小孩子。,伦敦,1,低,购物,单人,有老人,美食购物游,0.42,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0169
S0628,standard,我想去伦敦玩2天，我们喜欢自然，预算比较宽裕。,罗马,5,高,历史,家庭,有儿童,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,30000,0.8445,0.0164
S0084,standard,我想去东京玩7天，和朋友一起，我们喜欢文化，预算比较宽裕，有小孩子。,巴黎,1,中,文化,情侣,无,文化深度游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0158
S0459,standard,我想去伦敦玩1天，和家人一起，我们喜欢购物、美食，预算比较有限，有老人。,纽约,5,低,自然,朋友,有老人,户外探险游,0.67,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.0155
S0076,standard,我想去巴黎玩7天，和朋友一起，我们喜欢购物，预算比较宽裕。,巴黎,7,高,"购物,自然",家庭,无,亲子家庭游,0.63,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0168
B0196,boundary,我想去伦敦玩7天，和爱人一起，我们喜欢文化，预算中等，有小孩子。,伦敦,7,中,美食,朋友,有老人,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0164
S0129,standard,我想去伦敦玩3天，和家人一起，我们喜欢自然、美食，预算比较有限，有小孩子。,伦敦,5,低,自然,情侣,无,户外探险游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0148
S0460,standard,我想去纽约玩2天，我们喜欢历史、文化，预算比较有限，有小孩子。,罗马,2,低,美食,单人,无,美食购物游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0157
S0597,standard,我想去巴黎玩2天，和爱人一起，我们喜欢购物、美食，预算比较宽裕，有老人。,东京,5,低,历史,情侣,轮椅友好,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0157
S0569,standard,我想去巴黎玩1天，我们喜欢自然、美食，预算比较宽裕。,罗马,5,高,"自然,美食",单人,有儿童,户外探险游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,30000,0.8445,0.0154
S0423,standard,我想去东京玩3天，和家人一起，我们喜欢文化、历史，预算比较宽裕，有老人。,罗马,2,低,美食,单人,轮椅友好,美食购物游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0146
S0503,standard,我想去东京玩5天，和爱人一起，我们喜欢文化，预算比较有限，有老人。,纽约,7,中,历史,家庭,有老人,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18200,0.8445,0.0146
